cluster_id	canonical_yiddish	org_type	n_person_edges	n_distinct_persons	top_edge_types	n_located_in	places_en	sample_persons	cluster_size	existing_review_status
ORG-C01587	אַרבעטער-סטודיאָ	school	1	1	founded:1	0		בראַנדעסקאָ, יוסף [סמאָלניק](P-6-facs_34_r_1)	1	in_review_file_no_decision
ORG-C01588	אַרבעטער-ליבהאָבער-טעאַטער	theatre	1	1	founded:1	1	Baku	בראַנדעסקאָ, יוסף [סמאָלניק](P-6-facs_34_r_1)	1	in_review_file_no_decision
ORG-C01590	יידישן מלוכהשן באַוועגלעכן טעאַטער פֿון דער אוקראיינישער סאָוועטישער רעפּובליק	theatre	1	1	performed_with:1	0		בראַנדעסקאָ, יוסף [סמאָלניק](P-6-facs_34_r_1)	1	in_review_file_no_decision
ORG-C01593	"מלוכה-טעאַטער „דער רויטער האַמער"""	theatre	1	1	performed_with:1	0		בראַנדעסקאָ, יוסף [סמאָלניק](P-6-facs_34_r_1)	1	in_review_file_no_decision
ORG-C01600	באַוועגלעכן מלוכה-טעאַטער פון אוקראינע	theatre	1	1	performed_with:1	0		הערש ווייסמאַן(3582)	1	in_review_file_no_decision
ORG-C01606	לאָמזשע	school	1	1	studied_at:1	1	Łomża (Poland)	שמואל-יקיר לאָנדינסקי(2339)	1	in_review_file_no_decision
ORG-C01609	אומלעגאַלער עליה-ביוראָ פֿאַר ישראל	organization	1	1	executive_of:1	1	Paris	שמואל-יקיר לאָנדינסקי(2339)	1	in_review_file_no_decision
ORG-C01610	אילוסטרירטע יום-טוב בלעטער	newspaper	1	1	work_published_by:1	1	New York City	שמואל-יקיר לאָנדינסקי(2339)	1	in_review_file_no_decision
ORG-C01611	מלוכהשע קאָנסערוואַטאָריע פֿאַר דראַמאַטישער קונסט	school	1	1	graduated_from:1	0		איזאַק קאַסוואן (יצחק)(2092)	1	in_review_file_no_decision
ORG-C01612	"יידישער שול ""זשונימעאַ"""	school	1	1	employed_by:1	1	Iași	איזאַק קאַסוואן (יצחק)(2092)	1	in_review_file_no_decision
ORG-C00626_Q02	האַנטווערקער-שול	school	1	1	graduated_from:1	2	Częstochowa|Poland	חנן לעווענשטיין(3587)	1	in_review_file_no_decision
ORG-C01616	טשענסטאָכאָווער יידישע „ליבהאָבער“	theatre	1	1	performed_with:1	1	Częstochowa	חנן לעווענשטיין(3587)	1	in_review_file_no_decision
ORG-C01618	מאָסקווער יידישע קאָמער-טעאַטער	theatre	1	1	affiliated_with:1	0		חנן לעווענשטיין(3587)	1	in_review_file_no_decision
ORG-C01619	דראַמסטודיע פֿון אַלעקסאַנדער קוגל	school	1	1	studied_at:1	0		חנן לעווענשטיין(3587)	1	in_review_file_no_decision
ORG-C02849_Q13	יידישן מלוכה-טעאַטער	theatre	1	1	performed_with:1	1	Ternopil	חנן לעווענשטיין(3587)	1	in_review_file_no_decision
ORG-C01622	טאַרנאַפּאָלער געגנטלעכן יידישן טעאַטער	theatre	1	1	performed_with:1	1	Ternopil	חנן לעווענשטיין(3587)	1	in_review_file_no_decision
ORG-C01623	קולטור-אָפּטיילונג פֿון יידישן קאָמיטעט	organization	1	1	employed_by:1	0		חנן לעווענשטיין(3587)	1	in_review_file_no_decision
ORG-C01624	הומאָר-פעסטיוואָלן	theatre	1	1	performed_with:1	0		לוצא ענגעלבערג (יחיאל)(1573)	1	in_review_file_no_decision
ORG-C01625	אַמעריקאַנער בינע	theatre	1	1	performed_with:1	0		יעקב פוקס(1710)	1	in_review_file_no_decision
ORG-C01631	יידיש קאַבאַריי	theatre	1	1	performed_with:1	0		מלכה שאפנער(2909)	1	in_review_file_no_decision
ORG-C01635	קליידער-געשעפט פֿון הער הענדלער	theatre	1	1	work_published_by:1	1	Chicago	ישראל-יצחק ציפּערשטיין(3109)	1	in_review_file_no_decision
ORG-C01636	דזשעפערסאָן טעאַטער	theatre	1	1	performed_with:1	1	Chicago	איוואַ ראַפאַלאַ(2725)	1	in_review_file_no_decision
ORG-C01637	העברעישן פֿאַריין	association	1	1	member_of:1	0		משה-מיכאל קיטאַי(2122)	1	in_review_file_no_decision
ORG-C00094_Q04	אָרטיקער קאָנסערוואַטאָריע	school	1	1	graduated_from:1	2	Warsaw|Poland	יעקב קלעטער(2101)	1	in_review_file_no_decision
ORG-C01643	בירזשעוויאַ וויעדאָמאָסטי	newspaper	1	1	employed_by:1	0		לייוויק כאַנוקאָוו(1439)	1	in_review_file_no_decision
ORG-C01644	סאָלנצע ראָסיאַ	journal	1	1	employed_by:1	0		לייוויק כאַנוקאָוו(1439)	1	in_review_file_no_decision
ORG-C01647	דעטשע פֿאָלקס-שול	school	1	1	studied_at:1	1	Novoselytsia	שמשון פערשט(1634)	1	in_review_file_no_decision
ORG-C01649	ליטעראַטור-פאַרלאַג	publisher	1	1	work_published_by:1	2	Bucharest|Romania	שמשון פערשט(1634)	1	in_review_file_no_decision
ORG-C01651	דער גראַגער	newspaper	1	1	founded:1	0		שמשון פערשט(1634)	1	in_review_file_no_decision
ORG-C01652	אָנהייב-שול	school	1	1	studied_at:1	0		אַדאָלף שראַגע (נפתלי-יהושע)(2943)	1	in_review_file_no_decision
ORG-C01653	רעגירונגסאַנשטאַלט	office	1	1	employed_by:1	0		אַדאָלף שראַגע (נפתלי-יהושע)(2943)	1	in_review_file_no_decision
ORG-C01654	פּראָפעסיאנעלן טעאַטער פֿון יעקבבער גימפּעל	theatre	1	1	performed_with:1	0		אַדאָלף שראַגע (נפתלי-יהושע)(2943)	1	in_review_file_no_decision
ORG-C01657	פירמע מאַכלייד	company	1	1	managed:1	0		זשאָרדען ד'היווער(P-6-facs_53_tr_1747746142)	1	in_review_file_no_decision
ORG-C01658	קינאָ-הויז 'פּאַלאַס'	theatre	1	1	affiliated_with:1	1	Warsaw	זשאָרדען ד'היווער(P-6-facs_53_tr_1747746142)	1	in_review_file_no_decision
ORG-C01660	סאָכאַטשאָווער ישיבה	school	1	1	studied_at:1	2	Sochaczew (Poland)|Poland	מ.ב. שטיין (משה-בּער בּאַרנשטיין)(3781)	1	in_review_file_no_decision
ORG-C01661	פֿאַרלאָג פּנחס גראובאַרד	publisher	1	1	work_published_by:1	1	Warsaw	מ.ב. שטיין (משה-בּער בּאַרנשטיין)(3781)	1	in_review_file_no_decision
ORG-C01662	וואַרשעווער יידישער טעאַטער-סטודיע	theatre	1	1	work_produced_by:1	1	Warsaw	מ.ב. שטיין (משה-בּער בּאַרנשטיין)(3781)	1	in_review_file_no_decision
ORG-C01663	פֿאַרלאָג „לעצטע נייעס“	publisher	1	1	work_published_by:1	2	Tel Aviv|Israel	מ.ב. שטיין (משה-בּער בּאַרנשטיין)(3781)	1	in_review_file_no_decision
ORG-C01664	גרופּע יונגע	literary group	1	1	founded:1	0		ראובן אייזלאַנד(1557)	1	in_review_file_no_decision
ORG-C01667	בראָדווע	theatre	1	1	performed_with:1	1	New York City	בערנאַרד סאַוער (בערל זאַבלאָצקי)(2838)	1	in_review_file_no_decision
ORG-C01670	כאָר צו סעגאָלעסקאָן	choir	1	1	performed_with:1	2	Bucharest|Romania	אַדעלאַ שוואַרץ (פינקעלשטיין)(2859)	1	in_review_file_no_decision
ORG-C01677	סאָוויעטישן אַרבעטער-טעאַטער	theatre	1	1	managed:1	1	Chmielnik	אייזיק פעדער (פעדאָרעסקו)(1620)	1	in_review_file_no_decision
ORG-C01678	"„מאָנהעטן לייסעום""-טעאַטער"	theatre	1	1	performed_with:1	0		יעקב שאַרגעל(2904)	1	in_review_file_no_decision
ORG-C01681	לענינגראָדער טעאַטראַלער אינסטיטוט	school	1	1	studied_at:1	1	Tomsk	אברהם ראָזענבוים(2796)	1	in_review_file_no_decision
ORG-C01684	האַנטווערקער-קאָאָפּעראַטיוו	organization	1	1	employed_by:1	0		אברהם ראָזענבוים(2796)	1	in_review_file_no_decision
ORG-C01685_Q01	שטאָט-ראַט	organization	1	1	delegate_of:1	1	Hrodna	אברהם ראָזענבוים(2796)	1	in_review_file_no_decision
ORG-C01686	יאָנג דראַמאַטיק קלאָב	theatre	1	1	performed_with:1	0		לואיס קרעמער(2159)	1	in_review_file_no_decision
ORG-C01687	וואַלעראַלער האָל	theatre	1	1	performed_with:1	0		לואיס קרעמער(2159)	1	in_review_file_no_decision
ORG-C01688	טשילדערן דזשעקעט מעיקערס יוניאָן	union	1	1	founded:1	3	New York City|Brownsville|United States	לואיס קרעמער(2159)	1	in_review_file_no_decision
ORG-C01690	ספּיוואַקס וואָדעוויל-הויז	theatre	1	1	performed_with:1	0		לואיס קרעמער(2159)	1	in_review_file_no_decision
ORG-C01691	אָריענטאָל מוזיק-האָל	theatre	1	1	performed_with:1	0		לואיס קרעמער(2159)	1	in_review_file_no_decision
ORG-C01693	קלינטאָן סטריט רוף-גאַרדן	theatre	1	1	performed_with:1	0		לואיס קרעמער(2159)	1	in_review_file_no_decision
ORG-C01696	פּנים'ער און פּנים'לאָך	newspaper	1	1	work_published_by:1	0		לואיס קרעמער(2159)	1	in_review_file_no_decision
ORG-C01698	ניו יאָרקער גילד פֿאַר יידישע בלינדע	organization	1	1	member_of:1	0		לואיס קרעמער(2159)	1	in_review_file_no_decision
ORG-C01699	פּוילישער גערטנערגעזעלשאַפֿט	organization	1	1	managed:1	0		באַגאַטעלאַ טעאַטער(P-6-facs_62_tr_1747746121)	1	in_review_file_no_decision
ORG-C01700	וואַרשעווער זאַל	theatre	1	1	performed_with:1	2	Łódź|Poland	אוירווינג טאוב(3057)	1	in_review_file_no_decision
ORG-C01702	יאָשע שענקערס בירשענק	theatre	1	1	work_produced_by:1	2	London|England	הערש וואָלאָזשינער(3581)	1	in_review_file_no_decision
ORG-C01704	לערער-קורסן פֿון אַרבעטער-רינג	school	1	1	studied_at:1	1	United States	א. לייב (אברהם-מרדכי)(2273)	1	in_review_file_no_decision
ORG-C01705	אומפּאַרטייישער אַרבעטער רינג-שול	school	1	1	employed_by:1	0		א. לייב (אברהם-מרדכי)(2273)	1	in_review_file_no_decision
ORG-C01709	מאָנטרעאָלער „קינדערלאַנד“	camp	1	1	managed:1	2	Montreal|Canada	א. לייב (אברהם-מרדכי)(2273)	1	in_review_file_no_decision
ORG-C01712	שטאָטישער סי-סייד פֿאַרק אין ניו יאָרק	institution	1	1	founded:1	2	New York City|United States	א. לייב (אברהם-מרדכי)(2273)	1	in_review_file_no_decision
ORG-C01713	ברייטענער שול 4	school	1	1	work_produced_by:1	0		א. לייב (אברהם-מרדכי)(2273)	1	in_review_file_no_decision
ORG-C01714	וויליאַמסבורגער יידישע אַרבעטער רינג שול 1	school	1	1	staff_of:1	0		א. לייב (אברהם-מרדכי)(2273)	1	in_review_file_no_decision
ORG-C01715	פֿאַרלאָג „רויטע פעדים“	publisher	1	1	work_published_by:1	2	New York City|United States	א. לייב (אברהם-מרדכי)(2273)	1	in_review_file_no_decision
ORG-C01224_Q02	פּאָדזאַמטשע	troupe	1	1	performed_with:1	1	Lviv	דזשאַנעט רינגלער(2760)	1	in_review_file_no_decision
ORG-C01723	קיעווער יידישן אַרטיסטן צוזאַמענפֿאָר	union	1	1	delegate_of:1	0		מלכה ריטען(2763)	1	in_review_file_no_decision
ORG-C01729	"דראַמאַטישן טעאַטער א""ד פֿון א. ג. קאָמפּאַנעעץ"	theatre	1	1	performed_with:1	0		משה פעדער(1621)	1	in_review_file_no_decision
ORG-C01730	"יידישע טעאַטער-סטודיע „מאַסקע"""	theatre	1	1	affiliated_with:1	1	Lviv	"„מאַסקע""(P-6-facs_67_tr_1747746115)"	1	in_review_file_no_decision
ORG-C01735	דער שייגעץ	newspaper	1	1	employed_by:1	0		מרדכי ריוועסמאַן(2764)	1	in_review_file_no_decision
ORG-C01736	דער בעזים	newspaper	1	1	employed_by:1	0		מרדכי ריוועסמאַן(2764)	1	in_review_file_no_decision
ORG-C01743	די טרופּעס פֿון זיגלער	troupe	1	1	performed_with:1	0		פאָליאַ אש-אווערבוך (פעסיע זלבערשטיין)(1187)	1	decision=SPLIT
ORG-C01752	יידישן קאָמיטעט	union	1	1	performed_with:1	1	Poland	פאָליאַ אש-אווערבוך (פעסיע זלבערשטיין)(1187)	1	in_review_file_no_decision
ORG-C01753	זאַלצבורגער יידישן צענטראַל-קאָמיטעט	union	1	1	performed_with:1	0		פאָליאַ אש-אווערבוך (פעסיע זלבערשטיין)(1187)	1	in_review_file_no_decision
ORG-C01758	ענגלישער אָפּערעטע	theatre	1	1	performed_with:1	0		יעקב פרענק(744)	1	in_review_file_no_decision
ORG-C01759	יידישן אַרטיסטן און כאָריסטן-פֿאַריין	union	1	1	founded:1	0		"„אונזער ווינקל""(P-6-facs_71_r_6)"	1	in_review_file_no_decision
ORG-C01760	טעאַטער-קאָמיטעט	committee	1	1	managed:1	0		"„אונזער ווינקל""(P-6-facs_71_r_6)"	1	in_review_file_no_decision
ORG-C01761	סינעלניקאָווס שטאָט-טעאַטער	theatre	1	1	staff_of:1	0		"„אונזער ווינקל""(P-6-facs_71_r_6)"	1	in_review_file_no_decision
ORG-C01763	נאָראָאָבראַז	government body	1	1	executive_of:1	0		"„אונזער ווינקל""(P-6-facs_71_r_6)"	1	in_review_file_no_decision
ORG-C00144_Q03	עלדאָראַדאָ	theatre	1	1	founded:1	1	New York City	נייטאַן פרענק (נפתלי)(1680)	1	in_review_file_no_decision
ORG-C01765	חזן יאַנקל דער משוגענער	choir	1	1	performed_with:1	0		מרדכי ריבּאַלסקי(3786)	1	in_review_file_no_decision
ORG-C01766	רוסישער גענעראַלשע אָלגינסקאַיאָ	theatre	1	1	performed_with:1	1	Warsaw	מרדכי ריבּאַלסקי(3786)	1	in_review_file_no_decision
ORG-C01769	ראַפֿאַלסקיס אָפּערע	theatre	1	1	performed_with:1	0		מרדכי ריבּאַלסקי(3786)	1	in_review_file_no_decision
ORG-C01770	יונייטעד דראַמ. סוירקל	theatre	1	1	performed_with:1	1	New York City	שמעון טרייבוש(3088)	1	in_review_file_no_decision
ORG-C01772	ביילטמאָר-טעאַטער	theatre	1	1	performed_with:1	1	Los Angeles	שמעון טרייבוש(3088)	1	in_review_file_no_decision
ORG-C01776	יידישער פֿאָלקסבינע	theatre	1	1	performed_with:1	0		שמעון טרייבוש(3088)	1	in_review_file_no_decision
ORG-C00544_Q03	פֿאָלקסצעטונג	newspaper	1	1	employed_by:1	1	Los Angeles	שמעון טרייבוש(3088)	1	in_review_file_no_decision
ORG-C01778	יידישע וואָרעוויל-טרופּע	טעאַטער-טרופּע	1	1	founded:1	1	Łódź	יצחק לובעלטשיק(3585)	1	in_review_file_no_decision
ORG-C01780	ניו יאָרקער פּעדאַגאָגישן סעמינאַר	school	1	1	studied_at:1	2	New York City|United States	זלמן יאַכנעס(3288)	1	in_review_file_no_decision
ORG-C01781	שטאָטישער פאָלקס שול	school	1	1	studied_at:1	2	Włocławek|Poland	יהודה-הערש שאיאק(2905)	1	in_review_file_no_decision
ORG-C01782	דער פאָנאָגראַף	newspaper	1	1	employed_by:1	1	London	יהודה-הערש שאיאק(2905)	1	in_review_file_no_decision
ORG-C01786	טעלעגראַפן-אַמט	office	1	1	employed_by:1	0		וויליאַם שוואַרץ(3793)	1	in_review_file_no_decision
ORG-C01788	דאַנציגער מאַגיסטראַט	office	1	1	employed_by:1	0		גוסטאַוו בּערגער (גרשון לענבּערגער)(3576)	1	in_review_file_no_decision
ORG-C01790	"פאַרלאַג „טעאַטער אי איסקוסטוואָ"""	publisher	1	1	work_published_by:1	0		לואיס קרעמער(2159)	1	in_review_file_no_decision
ORG-C01794	יידישער פּראָווינץ-טרופּע	troupe	1	1	performed_with:1	0		זכריה פראַנצאָז (פראַנקאָווסקי)(3595)	1	decision=DESCRIPTIVE
ORG-C01798	דייטשער גימנאַזיע	school	1	1	studied_at:1	1	Lviv	זכריה פראַנצאָז (פראַנקאָווסקי)(3595)	1	in_review_file_no_decision
ORG-C01799	טשעכאָסלאָוואַקיישן אויטאָרן-פֿאַרבאַנד	union	1	1	member_of:1	0		זכריה פראַנצאָז (פראַנקאָווסקי)(3595)	1	in_review_file_no_decision
ORG-C01802	החבר	troupe	1	1	managed:1	1	Lisbon	זשיטאָמירסקי, [?](P-6-facs_93_r_66)	1	in_review_file_no_decision
ORG-C01803	דייטשיידישעס זינג-שפּיל טעאַטער	theatre	1	1	managed:1	1	Lviv	חנא שטרודלער(2951)	1	in_review_file_no_decision
ORG-C01804	באָמבאַכס שענק	theatre	1	1	performed_with:1	1	Lviv	חנא שטרודלער(2951)	1	in_review_file_no_decision
ORG-C01806	שול פֿון „מפיצי השכלה“	school	1	1	graduated_from:1	1	Vilnius	יצחק דאגים(1507)	1	in_review_file_no_decision
ORG-C01812	זאָל פֿון די האַנטווערקער	theatre	1	1	staff_of:1	1	Vilnius	לייבּ אַלטשולער(1149)	1	in_review_file_no_decision
