cluster_id	canonical_yiddish	org_type	cluster_size	name_variants	extracted_settlements	extracted_addresses	extracted_venues	extracted_countries	candidate_db_ids	candidate_scores	candidate_methods	decision	aligned_db_id	reviewer_notes	reviewer_settlement	reviewer_address	reviewer	reviewed_at
ORG-C04256	ברוקלינער נאַוועלטי-טעאַטער	theatre	1	ברוקלינער נאַוועלטי-טעאַטער	ברוקלין		ברוקלינער נאַוועלטי-טעאַטער											
ORG-C04257	יידישער וואָדעוויל-יוניע (לאָקאַל 5)	union	2	יידישער וואָדעוויל-יוניע | יידישער וואָדעוויל-יוניע (לאָקאַל 5)														
ORG-C04258	האַרטעמער לענאָקס-טעאַטער	theatre	1	האַרטעמער לענאָקס-טעאַטער	האַרטעם		לענאָקס-טעאַטער											
ORG-C04259	יידישן קולטור-פֿאַראיין	theatre	2	יידישן קולטור-פֿאַראיין	מעץ | קוראָוו													
ORG-C04260	יידישער פּרעסע	newspaper	4	דער יידישער פּרעסע | יידישער פּרעסע	לאָנדאָן			אַמעריקע	466	0.615	ipa_phonetic							
ORG-C04261	ספּיוואַקאָווסקי און סעם אַדלערס טרופּע	troupe	1	ספּיוואַקאָווסקי און סעם אַדלערס טרופּע	פּעטערבורג													
ORG-C04262	"""באראָן הירש""-פֿאָלקס-שול"	school	2	"""באראָן הירש""-פֿאָלקס-שול"	האָראָדענקאָ													
ORG-C04263	גאַליציאַנער לאַנדסלייט-פֿאַראיין	union	1	גאַליציאַנער לאַנדסלייט-פֿאַראיין			אַרגענטינע	אַרגענטינע										
ORG-C04264	יונג אָרגענטינע	school	4	יונג אָרגענטינע	ב. א. | בוענאָס-איירעס		אַרגענטינע | אָרגענטינע	אַרגענטינע | אָרגענטינע										
ORG-C04265	פּאָזנאַנסקיס אָוונט-שול	school	1	פּאָזנאַנסקיס אָוונט-שול														
ORG-C04266	פֿייווישאָווס טרופּע	troupe	1	פֿייווישאָווס טרופּע	פינסק													
ORG-C04267	"אַלאוקראַאינישן מלוכה-טעאַטער פֿון קליינע פֿאַרמען „געזקולט"""	theatre	1	"אַלאוקראַאינישן מלוכה-טעאַטער פֿון קליינע פֿאַרמען „געזקולט"""	כאַרקאָוו													
ORG-C04268	קיעווער 3-יאָריקע מלוכה-קורסן פֿאַר פרעמדע לשונות	school	1	קיעווער 3-יאָריקע מלוכה-קורסן פֿאַר פרעמדע לשונות	קיעוו													
ORG-C04269	קיעווער דראַמאַטישן אינסטיטוט א'נ ליסענקאָ	school	1	קיעווער דראַמאַטישן אינסטיטוט א'נ ליסענקאָ	קיעוו													
ORG-C04270	איבערגרייט-קורסן פֿאַר קלוב רעזשיסאָרן פֿון דראַמ. אַרבעט	school	1	איבערגרייט-קורסן פֿאַר קלוב רעזשיסאָרן פֿון דראַמ. אַרבעט														
ORG-C04271	שטראַספאָגעלן	troupe	1	שטראַספאָגעלן			שטראַספאָגעלן											
ORG-C04272	אייראָפּעאישע קאָאָפּעראַטיווע יידישע טרופּע	troupe	1	אייראָפּעאישע קאָאָפּעראַטיווע יידישע טרופּע	ניו דזשוירסי													
ORG-C04273	מישוראָטס גאַסטראָלירנדיקער טרופּע	troupe	1	מישוראָטס גאַסטראָלירנדיקער טרופּע	אלטשעווסק													
ORG-C04274	כאָר פֿון נאָזשיקס שול	choir	1	כאָר פֿון נאָזשיקס שול	וואַרשע		נאָזשיקס שול	פּוילן										
ORG-C04275	לובלינער יידישער טרופּע פֿון שלמה הערשקאָוויטש	troupe	1	לובלינער יידישער טרופּע פֿון שלמה הערשקאָוויטש	לובלין			פּוילן										
ORG-C04276	טשיין	theatre	1	טשיין	באָסטאָן		טשיין	אַמעריקע										
ORG-C04277	דאָס נייע לאַנד	newspaper	3	דאָס נייע לאַנד | נייע לאַנד	ניו יאָרק		דאָס נייע לאַנד	אמעריקע										
ORG-C04278	ליטעראַריש-דראַמאַטישער פֿאַראיין	union	1	ליטעראַריש-דראַמאַטישער פֿאַראיין	פּאַריז													
ORG-C04279	טרופּע פֿון דזשעני קייזער	troupe	1	טרופּע פֿון דזשעני קייזער														
ORG-C04280	בלומענטאַלס טרופּע	troupe	2	בלומענטאַלס טרופּע	פּאַריז													
ORG-C04281	אונזער טעאַטער — אונזער לעבן	newspaper	1	אונזער טעאַטער — אונזער לעבן	פּאַריז				425	0.679	ipa_phonetic							
ORG-C04282	בורשטייןס טרופּע	troupe	1	בורשטייןס טרופּע					469	0.600	ipa_phonetic							
ORG-C04283	פאַריזער בלעטער	newspaper	1	פאַריזער בלעטער														
ORG-C04284	דער טעמפּל	newspaper	1	דער טעמפּל														
ORG-C04285	גלאָקן-טעאַטער	theatre	1	גלאָקן-טעאַטער														
ORG-C04286	גאָלדפֿאַדען	troupe	15	גאָלדפאַדען | גאָלדפֿאַדען | גאָלדפֿאַדען אין טרופּע | טרופּע פֿון גאָלדפֿאַרען | טרופּע פֿון גאָלדפֿאָדען	אָדעס | בוקאַרעסט | גאַלאַץ		גאָלדפֿאַדען אין טרופּע	רומעניע										
ORG-C04287	א'נ לאובע	troupe	1	א'נ לאובע														
ORG-C04288	קעניגלעכן טעאַטער	theatre	1	קעניגלעכן טעאַטער	יאַסי			רומעניע										
ORG-C04289	מאַרינסקאַיאַ גימנאַזיע	school	1	מאַרינסקאַיאַ גימנאַזיע	ווילנע													
ORG-C04290	כאָר-שול ביים חזן באַכמאַן	school	1	כאָר-שול ביים חזן באַכמאַן														
ORG-C04291	כהןס גימנאַזיע	school	2	כהןס גימנאַזיע	ווילנע		כהנס גימנאַזיע											
ORG-C04292	דראַמאַטישע קורסן פֿון רוסישן רעזשיסער טראַגאַנאַוו-באַבראָוו	school	2	דראַמאַטישע קורסן פֿון רוסישן רעזשיסער טראַגאַנאַוו-באַבראָוו | דראָמאַטישע קורסן פֿון רוסישן רעזשיסער סטראָגאַנאָוו-באָגראַף	ווילנע													
ORG-C04293	דראַמאַטישן קרייז ביים אָרטיקן יידישן אַקאַדעמישן קולטור-פֿאַראיין	troupe	1	דראַמאַטישן קרייז ביים אָרטיקן יידישן אַקאַדעמישן קולטור-פֿאַראיין	לייפּציג													
ORG-C04294	אזרא-עלמית	troupe	1	אזרא-עלמית				בעלגיע										
ORG-C04295	טרופּע קאַמינסקי, הערמאַן בערמאַן און טרילינג	troupe	1	טרופּע קאַמינסקי, הערמאַן בערמאַן און טרילינג	לאָדזש	קאָנסטאַנטינער גאַס	אַ קליין גערטנדל מיט אַן אָפענער בינע	פּוילן										
ORG-C04296	געבילן	troupe	8	געבילן | געבילן אין טעאַטער	ניו יאָרק													
ORG-C04297	מיט בעסי און באָריס טאָמאַשעווסקי	troupe	1	מיט בעסי און באָריס טאָמאַשעווסקי														
ORG-C04298	זאַץס פאָלקס-טעאַטער	theatre	9	זאַץס פאָלקס-טעאַטער	ניו יאָרק		זאַץס פאָלקס-טעאַטער	אַמעריקע										
ORG-C04299	קאָפּעלמאָןס וואַריעטע	theatre	1	קאָפּעלמאָןס וואַריעטע				אַמעריקע										
ORG-C04300	וואַריעטע-יוניע (לאָקאל 5)	union	2	וואַריעטע-יוניע (לאָקאל 5) | וואָריעטע-יוניע														
ORG-C04301	ביים גאָלדענעם ווידער	theatre	1	ביים גאָלדענעם ווידער	ווין		גאַרטן											
ORG-C04302	פֿריימויערער-לאָזשע	organization	1	פֿריימויערער-לאָזשע	בוקאַרעסט													
ORG-C04303	ווילנער יידישע צייטונגען	newspaper	1	ווילנער יידישע צייטונגען	ווילנע													
ORG-C04304	קאָמיטעט צו גרינדן אַ יידיש-קינסט-לערישן טעאַטער	theatre	1	קאָמיטעט צו גרינדן אַ יידיש-קינסט-לערישן טעאַטער														
ORG-C04305	סאָלדאַטישן און אָפיצירישן טעאַטער	theatre	1	סאָלדאַטישן און אָפיצירישן טעאַטער														
ORG-C04306	מאָסקווער יידישער ליטעראַריש-קינסטלערישער געזעלשאַפט א'נ פֿון י. ל. פרץ	theatre	1	מאָסקווער יידישער ליטעראַריש-קינסטלערישער געזעלשאַפט א'נ פֿון י. ל. פרץ	מאָסקווע													
ORG-C04307	יידישער אָפּטיילונג ביים אָדעסער פֿאָלקס-אוניווערזיטעט	school	1	יידישער אָפּטיילונג ביים אָדעסער פֿאָלקס-אוניווערזיטעט	אָדעס													
ORG-C04308	ערשטן יידישן מלוכהשן טעאַטער	theatre	1	ערשטן יידישן מלוכהשן טעאַטער	קיעוו				500 | 505 | 472 | 502 | 478	0.704 | 0.704 | 0.667 | 0.667 | 0.643	ipa_phonetic | ipa_phonetic | ipa_phonetic | ipa_phonetic | ipa_phonetic							
ORG-C04309	מלוכישן העכסטן רעזשיסאַרישן וואַרשטאָט	school	1	מלוכישן העכסטן רעזשיסאַרישן וואַרשטאָט	מאָסקווע													
ORG-C04310	באַקוער אַרבעטער-טעאַטער	theatre	1	באַקוער אַרבעטער-טעאַטער	באַקו													
ORG-C04311	באַקווער יידישער סטודיע	theatre	1	באַקווער יידישער סטודיע	באַקו													
ORG-C04312	מעלוכישן יידישן טעאַטער אין אוקראַאינע	theatre	1	מעלוכישן יידישן טעאַטער אין אוקראַאינע	כאַרקאָוו			אוקראַאינע										
ORG-C04313	מאָסקווער טעאַטער אימפּראָווייזאַציע	theatre	1	מאָסקווער טעאַטער אימפּראָווייזאַציע	מאָסקווע													
ORG-C04314	סאָווקינאָ	publisher	1	סאָווקינאָ														
ORG-C04315	מלוכהש יידיש טעאַטראַל טעכניקום ביים מאָסקווער יידישן מלוכה-טעאַטער	school	1	מלוכהש יידיש טעאַטראַל טעכניקום ביים מאָסקווער יידישן מלוכה-טעאַטער	מאָסקווע													
ORG-C04316	מאָסקווער יידישן טראַמ	theatre	1	מאָסקווער יידישן טראַמ	מאָסקווע													
ORG-C04317	דראַמאַטישער סעקציע א'ר פֿון דוד הערמאַן	school	1	דראַמאַטישער סעקציע א'ר פֿון דוד הערמאַן														
ORG-C04318	דראַמאַטישער סטודיע פֿון דוד הערמאַן	theatre	1	דראַמאַטישער סטודיע פֿון דוד הערמאַן														
ORG-C04319	ניו יאָרקער יידישן קונסט-טעאַטער	theatre	15	ניו יאָרקער יידישן קונסט-טעאַטער	ווין | ניו יאָרק | ניו-יאָרק		יידישן קונסט-טעאַטער | ניו יאָרקער יידישן קונסט-טעאַטער | ניו יאָרקער יידישן קונסט-טעאַטער | ניו-יאָרקער יידישן קונסט-טעאַטער | ניו-יאָרקער יידישן קונסטטעאַטער | קונסט-טעאַטער	אַמעריקע	506 | 501 | 505 | 478 | 500	0.636 | 0.633 | 0.633 | 0.600 | 0.600	ipa_phonetic | ipa_phonetic | ipa_phonetic | ipa_phonetic | ipa_phonetic							
ORG-C04320	סעם אַדלער-ספּיוואַקאָווסקיס טרופּע	troupe	2	סעם אַדלער-ספּיוואַקאָווסקיס טרופּע	קיעוו | ריגע													
ORG-C04321	קיעווער יידישן מלוכה-טעאַטער פֿאַר קינדער	theatre	1	קיעווער יידישן מלוכה-טעאַטער פֿאַר קינדער	קיעוו				473 | 472 | 500 | 505	0.644 | 0.622 | 0.622 | 0.622	ipa_phonetic | ipa_phonetic | ipa_phonetic | ipa_phonetic							
ORG-C04322	ווילנער שטאָט-שול	school	1	ווילנער שטאָט-שול	ווילנע		ווילנער שטאָט-שול											
ORG-C04323	רוסישער אָפּערעטעס-טרופּע	troupe	1	רוסישער אָפּערעטעס-טרופּע	קיעוו													
ORG-C04324	פישזאַנס יידישער טרופּע	troupe	1	פישזאַנס יידישער טרופּע	קיעוו													
ORG-C04325	ווילנער גרויסער שול	theatre	1	ווילנער גרויסער שול	ווילנע		ווילנער גרויסער שול											
ORG-C04326	בוקאַרעסטער רעפאָרם-טעמפּל	theatre	1	בוקאַרעסטער רעפאָרם-טעמפּל	בוקאַרעסט		בוקאַרעסטער רעפאָרם-טעמפּל											
ORG-C04327	וואַרשעווער טלאָמאַצקער סינאַגאָגע	theatre	1	וואַרשעווער טלאָמאַצקער סינאַגאָגע	וואַרשע		וואַרשעווער טלאָמאַצקער סינאַגאָגע											
ORG-C04328	ניגון	publisher	2	ניגון														
ORG-C04329	גראַסער-קלוב	union	1	גראַסער-קלוב	וואַרשע		גראַסער-קלוב											
ORG-C04330	פּעטערסאַנער יידישן געזאַנגס-פֿאַראיין	theatre	1	פּעטערסאַנער יידישן געזאַנגס-פֿאַראיין	פּעטערסאַן													
